id,confidence,title,source_name,domain,published_at,url,query
0fc9c5346cffe098,0.0,Age–sex heterogeneity among Russia’s indigenous small-numbered peoples: a census-based typology and the statistical core-region condition - Frontiers,Frontiers,news.google.com,2026-04-18T00:42:08+00:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxPcjhnUVVpU29YOG53SGFwRDZZd2E5VGhHYk9rWHJzSUN2MXNxbERDY1drcGFXYl95VTB5VnpQdFBiU2RaT2gtRWVfV2NLd1U5aUhOUG93T1B6aktJTmNqVV9aaHJSZkdwRndheWREQVFKYXBKdlQ3dlVKejZERS1uaGllakRldVlIRC1ZNXdCQWdKREQxczdz?oc=5,"""Arseniy M. Sitkovskiy"""
b7f954fa265ddc20,0.0,Очень скоро россиян моложе 35 лет останется лишь четверть населения — в 1990-м они составляли его половину. Что будет дальше? - Собака.ru — Журнал о людях в Петербурге,Собака.ru — Журнал о людях в Петербурге,news.google.com,2026-02-18T08:00:00+00:00,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1pSk9feksxTUJEOU0tVDU2b09KTldmR3pDUy1ZbkpaVWU4eERCZEd5RlhBME1UQ1FVcmwxaEdCTnBjWmMtMmxpd1pNcmJVT3Bx?oc=5,"""Арсений Ситковский"""
9cd310d739d9ed2c,0.0,Общество суперзрелости: мы стремительно стареем - Росбалт,Росбалт,news.google.com,2026-01-31T08:00:00+00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxQYlVsRXpJSFVfV3RXOE1sV05xT2VkdEVEbFM2X0RRblhaaVBiZWFSdmpSZzlYTjFDemxuZHRaRmtwS3hqd3JYWEloekVlNUdtU0lOekpsQmN2aWhBOFFxVEktVDhEcGtLbVJYYkcyRkRUeHB5cTNrLTR4OG1ic0l0Y2lGYWRQd2JXcERjdDB2dndrOW5wT19JOV9n?oc=5,"""Арсений Ситковский"""
01bef29e5723ecb2,0.2,Критические отзывы граждан можно использовать для управления страной / Экономика - Независимая газета,Независимая газета,news.google.com,2025-12-24T08:00:00+00:00,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5Tb0ZlY1p2UmpNN1E4UHpuQm9sMzNHNXV6dnQ2VGRiaDdVcHVLYUNwX1dvd0tGUWpVcFNsdVFjb3o3VU16WEZiY3h2WWhNM3FILVltQkpIVXFFQms4bUhlS0lSSEhQU2s?oc=5,"""Арсений Ситковский"""
19c7d0194b912ddf,0.2,Образовательная миграция разделила страну на три неравные части / Экономика - Независимая газета,Независимая газета,news.google.com,2025-06-08T07:00:00+00:00,https://news.google.com/rss/articles/CBMia0FVX3lxTE1FdlA1NE5BZlBzNHFwRm1vTTd6OU9XMDhwZmVxNXowc1hkMTk4OFFENVViSThmamYzRDhiTlUwR0c0QnZaM2NPbTBIRTltc1g2dnp3Z05CRFZrWVpmNUdyS1VRZnpQdjJLVGM0?oc=5,"""Арсений Ситковский"""
38507984d8afd6cb,0.0,Геоданные и ГИС: методический семинар программы Цифровой кафедры - МГИМО,МГИМО,news.google.com,2024-10-17T07:00:00+00:00,https://news.google.com/rss/articles/CBMigAFBVV95cUxPcWVlbjh5YWJZbEZuYVRvajd6WUFvNnpIZFJ3Y2x3UmZKbjJQYm9WQ19MYXRwVjRUR256QzVWS1FtdUFKX3RJVHN4eUhlMDZxS1UxOUdpWGtTRVdHdllFU3hYZXFOVV92MEhXWnItMGtDdFJ5OEFlQ3dOeHVHcDRVVA?oc=5,"""Арсений Ситковский"""
f7ddbcefdd22d806,0.0,На Ставрополье празднуется 95 лет со дня образования Левокумского района - Блокнот Ставрополь,Блокнот Ставрополь,news.google.com,2019-04-13T07:00:00+00:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxOaTdVMFVwUVMzc0JTSlNjaDItN011Y3BOXzM2d20xUVNRRTA2ckNhX3RfQW1IRklBVXJuVWFmZWZJMEZBUGJ2UHhkUk1IWFhkdENXT1U4cWVnZXoxUFN2QWtyWDBoaFhGLTNpRTc2UW40TElWN1lDQlpyajdzM3JPLTlId09QbG9Xc1VFeTM2TXVoeHdWemFJ?oc=5,"""Ситковский А.М."""
216ebc56f15e5e46,0.0,"Толкователь “Димочка, пожалуйста, живи. Мама рядом.” - шептала мама у койки. Обычный 17-летний парнишка просто",tolk_tolk,t.me,,https://t.me/tolk_tolk/28523,
b20f51d1c3388bf5,0.0,"Толкователь Я уже много раз говорил, что пугать землян «изменением климата» - это слабоумие. Климат на Земле м",tolk_tolk,t.me,,https://t.me/tolk_tolk/29027,
d6ce8bcc6c403f2b,0.2,"Толкователь Я согласен с уважаемым Евгением Кузнецовым, что СССР с научной, а не публицистической, точки зрени",tolk_tolk,t.me,,https://t.me/tolk_tolk/29178,
